N_azote,P_phosphore,K_potassium,pH,temperature_C,humidite_pourcentage,precipitations_mm,culture_recommandee
62,40,53,5.6,23.4,100.0,1933.1,Cacao
85,53,41,6.7,25.1,69.5,1375.2,Riz
73,40,55,5.7,27.6,80.5,1505.6,Igname
37,31,31,5.6,30.7,35.3,589.4,Sorgho
59,39,39,5.8,26.0,61.5,1342.1,Igname
75,64,21,6.1,28.6,33.0,732.3,Maïs
66,39,48,6.1,27.7,66.4,1260.9,Igname
116,53,38,6.7,34.1,46.4,785.5,Coton
69,48,37,6.0,33.1,68.7,1530.7,Riz
44,40,37,6.0,32.6,26.4,596.0,Sorgho
85,42,26,6.1,24.4,33.1,716.9,Maïs
120,47,38,6.1,30.2,42.3,754.7,Coton
54,37,53,5.9,26.2,57.0,1336.9,Igname
59,26,56,5.4,23.8,80.0,1789.7,Café
73,31,46,5.7,20.5,79.3,1755.4,Café
38,32,30,7.1,31.7,37.5,622.4,Sorgho
44,33,26,6.6,32.9,20.0,545.8,Sorgho
35,32,32,6.2,32.0,29.7,487.1,Sorgho
95,51,38,6.5,28.9,39.4,845.6,Coton
52,29,35,7.4,33.7,28.7,396.9,Sorgho
75,28,46,5.5,22.0,88.3,1598.5,Café
87,49,19,6.7,27.2,41.7,939.9,Maïs
63,40,54,6.3,26.5,61.1,1210.3,Igname
87,47,23,6.4,24.8,49.0,900.6,Maïs
40,47,27,6.4,25.5,38.2,749.6,Soja
93,52,24,6.7,31.8,52.7,897.9,Maïs
66,22,55,5.6,20.7,82.1,1772.2,Café
36,32,28,7.7,30.7,38.8,585.3,Sorgho
71,28,44,5.1,21.0,89.0,1690.9,Café
39,21,24,6.8,31.1,44.0,690.5,Sorgho
77,50,21,5.8,28.2,47.8,962.4,Maïs
88,47,24,6.5,26.8,37.3,570.9,Maïs
47,22,43,6.7,27.4,50.2,1071.0,Manioc
44,24,39,5.6,27.4,45.8,1057.3,Manioc
54,30,44,5.4,27.7,51.8,1005.4,Manioc
75,41,43,5.5,24.7,100.0,2293.2,Cacao
43,28,48,5.6,27.9,46.6,1100.5,Igname
72,59,37,6.1,26.7,49.9,1073.0,Riz
56,38,48,5.5,28.5,76.0,1387.0,Igname
76,29,47,5.5,18.9,97.2,1782.1,Café
59,46,40,6.0,27.8,72.7,1307.1,Igname
116,44,39,6.4,28.9,55.8,921.2,Coton
78,52,42,6.3,23.1,68.8,1541.4,Riz
54,41,51,5.7,23.8,68.9,1484.2,Cacao
45,22,31,6.9,27.4,50.2,829.1,Sorgho
69,46,22,7.0,23.5,45.2,856.1,Maïs
68,44,39,5.5,26.9,100.0,2016.9,Cacao
40,34,24,6.8,33.8,30.3,702.2,Sorgho
42,37,44,6.0,28.3,71.2,1230.2,Igname
111,45,41,6.6,33.8,49.4,797.7,Coton
54,55,39,6.1,34.3,81.4,1629.7,Riz
91,29,60,5.1,21.6,86.2,1862.7,Café
118,43,34,6.5,30.6,47.1,749.6,Coton
78,49,17,6.7,23.8,50.2,918.8,Maïs
41,19,40,6.2,28.6,49.8,1101.3,Manioc
87,59,22,6.2,24.3,39.4,784.5,Maïs
82,51,40,6.6,30.2,76.6,1378.8,Riz
29,62,17,6.2,28.7,30.0,742.2,Soja
93,46,19,6.2,24.4,39.2,713.3,Maïs
73,36,43,5.9,27.9,68.9,1184.5,Igname
66,58,33,6.7,30.9,63.9,1244.3,Riz
138,42,40,6.0,30.1,40.4,966.3,Coton
65,50,42,6.6,24.8,83.0,1600.4,Riz
71,31,53,6.1,27.5,69.4,1273.0,Igname
89,53,19,6.4,19.4,45.4,717.3,Maïs
75,20,54,5.7,20.4,89.0,1965.3,Café
91,37,28,6.2,25.2,36.8,806.1,Maïs
52,20,31,7.4,30.4,39.4,658.8,Sorgho
52,24,41,6.8,31.1,60.5,1083.5,Manioc
80,49,33,6.5,26.6,69.3,1429.9,Riz
29,62,34,7.2,30.2,46.6,943.0,Soja
31,28,32,6.1,28.9,33.2,499.1,Sorgho
115,49,35,6.9,27.8,36.4,749.6,Coton
73,46,13,6.6,24.9,30.5,696.6,Maïs
33,63,28,7.3,30.4,44.8,750.0,Soja
73,46,38,6.8,26.7,67.6,1484.3,Riz
137,57,44,5.9,28.2,38.4,829.3,Coton
66,49,40,6.1,24.7,44.2,1072.7,Riz
65,40,48,5.9,28.5,100.0,2139.3,Cacao
57,41,54,5.6,28.7,62.1,1322.6,Igname
59,34,41,5.8,27.5,100.0,2524.0,Cacao
120,52,35,5.7,32.2,52.9,918.9,Coton
50,40,50,5.5,25.2,55.0,1183.6,Igname
70,33,44,5.6,21.6,100.0,2011.8,Cacao
45,36,48,6.2,26.5,60.9,1137.7,Igname
38,31,31,7.5,30.5,34.4,674.5,Sorgho
47,23,39,7.1,27.7,56.4,991.2,Manioc
72,30,66,5.5,18.8,86.7,1793.3,Café
70,38,49,6.2,27.8,53.0,1162.1,Igname
91,43,20,6.3,27.2,31.5,764.8,Maïs
68,22,51,6.0,22.0,100.0,1925.3,Café
45,24,28,5.5,29.4,57.9,1007.7,Manioc
40,19,44,5.4,27.8,61.6,1059.8,Manioc
122,55,29,5.7,28.9,31.7,670.4,Coton
106,46,43,6.6,31.6,56.7,1055.0,Coton
20,51,30,7.0,26.9,33.9,708.4,Soja
50,23,42,6.3,28.7,55.6,929.7,Manioc
29,53,27,6.5,22.4,23.8,665.7,Soja
79,38,54,5.3,21.7,77.4,1501.0,Café
70,38,57,5.9,27.6,66.2,1232.7,Igname
63,42,10,6.2,27.2,34.2,749.6,Maïs
58,31,54,6.0,28.4,61.4,1126.4,Igname
89,45,21,7.0,26.8,27.5,652.2,Maïs
79,42,42,5.5,32.9,72.0,1617.5,Riz
34,54,31,6.8,26.6,50.1,909.6,Soja
70,42,38,5.5,27.1,100.0,2134.3,Cacao
61,60,21,6.5,27.6,33.0,650.0,Maïs
72,46,37,5.7,28.4,86.3,1926.1,Riz
93,30,53,5.3,22.0,94.8,1716.9,Café
66,37,62,5.5,20.1,82.4,1791.4,Café
118,48,43,6.4,29.3,34.0,825.4,Coton
68,36,53,5.9,27.5,73.6,1444.1,Igname
56,50,36,6.5,36.7,76.8,1623.5,Riz
82,36,73,5.4,23.1,83.3,1828.1,Café
24,52,26,6.6,24.2,31.1,660.3,Soja
59,39,47,6.5,26.4,62.5,1232.3,Igname
74,29,58,5.6,18.3,86.6,1750.5,Café
60,30,51,6.2,24.8,63.8,1325.7,Igname
52,31,27,6.3,25.8,22.5,541.8,Sorgho
45,19,44,5.5,30.2,46.6,922.3,Manioc
103,48,44,5.8,24.4,51.5,963.0,Coton
53,31,37,6.6,31.4,42.2,756.1,Sorgho
75,24,45,5.8,18.7,85.1,1728.1,Café
108,50,34,6.6,28.2,41.2,886.2,Coton
44,36,34,7.5,35.5,33.8,510.1,Sorgho
91,54,29,6.9,25.2,35.5,729.9,Maïs
31,73,26,6.8,24.8,40.5,731.0,Soja
75,36,65,5.4,21.0,93.1,1844.6,Café
73,45,40,5.2,23.0,89.9,1851.6,Cacao
57,27,35,5.5,28.0,47.1,1057.0,Manioc
68,41,50,5.8,25.5,100.0,2083.6,Cacao
117,46,46,5.5,28.5,34.4,633.7,Coton
43,28,23,7.9,27.2,31.4,621.0,Sorgho
66,49,48,5.7,26.0,51.7,1065.2,Igname
116,43,39,6.1,26.6,57.0,952.9,Coton
49,25,39,8.2,28.5,35.8,657.1,Sorgho
48,22,47,6.4,29.8,39.6,888.4,Manioc
75,43,53,6.0,26.6,57.2,1238.6,Igname
110,42,39,5.8,31.9,51.8,1010.3,Coton
61,34,47,6.0,26.5,63.5,1175.3,Igname
67,45,36,5.8,23.7,100.0,2187.6,Cacao
42,27,50,5.7,28.5,43.8,978.0,Manioc
68,43,60,5.8,23.9,100.0,2246.7,Cacao
62,37,42,5.7,26.2,93.8,1868.3,Cacao
51,44,34,5.4,26.7,81.7,1497.2,Riz
36,55,29,7.3,19.4,30.9,803.7,Soja
135,49,44,6.4,25.6,40.3,815.6,Coton
78,28,55,5.9,27.6,63.6,1139.0,Igname
55,45,46,6.0,27.1,54.5,1131.9,Igname
66,49,28,5.9,26.1,75.6,1470.3,Riz
85,42,30,5.6,26.4,94.6,1868.4,Riz
26,56,37,6.4,25.3,25.2,644.5,Soja
24,61,40,6.8,26.3,30.9,781.7,Soja
25,70,30,6.7,24.9,42.4,672.1,Soja
68,46,45,4.8,29.6,93.8,1873.5,Riz
150,53,27,6.6,29.3,44.5,815.0,Coton
53,37,47,6.1,27.6,65.1,1172.0,Igname
56,40,52,6.0,25.5,66.6,1465.6,Cacao
129,48,38,6.2,24.5,33.6,689.3,Coton
49,34,48,5.9,27.5,56.4,1273.8,Igname
66,37,41,5.9,24.3,98.4,2119.2,Cacao
78,32,57,6.3,24.6,99.7,1993.5,Cacao
44,16,34,5.8,29.1,56.7,964.0,Manioc
64,31,70,5.5,22.6,90.9,1995.6,Café
28,32,26,6.6,23.5,25.0,639.2,Soja
27,65,35,7.0,22.0,43.0,831.2,Soja
65,44,21,6.9,27.1,38.9,780.4,Maïs
99,64,43,6.1,27.9,52.6,1132.0,Coton
132,45,40,6.3,30.9,21.3,597.8,Coton
65,22,49,5.3,23.4,89.3,1846.6,Café
64,41,23,6.9,29.4,44.2,837.8,Maïs
116,56,42,6.4,32.5,48.9,1077.6,Coton
35,27,30,5.7,29.7,40.7,633.2,Sorgho
55,46,54,6.1,27.0,72.5,1301.9,Igname
38,25,45,5.1,29.4,44.1,958.7,Manioc
29,51,24,6.9,20.3,33.5,832.4,Soja
21,61,22,6.8,24.5,53.8,878.6,Soja
62,20,37,5.2,29.9,49.1,1021.8,Manioc
67,44,29,6.7,29.5,75.0,1545.7,Riz
82,28,61,5.2,20.9,89.7,1814.2,Café
45,23,22,7.2,33.7,29.1,618.0,Sorgho
35,24,50,6.2,28.0,48.0,943.8,Manioc
65,38,43,6.2,23.9,77.3,1737.0,Cacao
69,39,36,5.9,26.8,81.6,1728.2,Cacao
47,27,32,5.6,25.7,55.1,967.3,Manioc
75,50,40,6.3,26.7,86.5,1627.3,Riz
69,49,34,6.0,26.1,99.3,2140.4,Cacao
62,40,52,6.2,27.9,60.7,1118.5,Igname
79,42,19,7.0,19.5,46.1,795.8,Maïs
63,42,37,6.1,26.8,98.8,1975.6,Cacao
41,30,37,7.8,31.3,23.9,645.1,Sorgho
72,43,19,5.9,24.0,42.7,723.7,Maïs
27,45,39,7.2,23.1,45.4,826.5,Soja
130,48,39,6.0,28.2,33.1,746.9,Coton
33,62,27,5.9,24.6,35.4,796.4,Soja
71,48,45,6.4,29.1,66.8,1527.0,Riz
63,43,53,6.0,27.2,59.9,1393.3,Igname
65,47,51,6.1,29.7,61.9,1038.6,Igname
62,43,44,6.1,21.6,77.3,1582.8,Riz
37,53,33,6.6,28.2,48.3,1018.1,Soja
71,30,61,5.4,19.7,92.5,1761.9,Café
31,57,25,7.4,22.6,50.5,892.5,Soja
42,36,23,8.3,29.3,21.1,497.6,Sorgho
70,43,50,5.2,22.6,92.3,2013.4,Cacao
48,28,39,6.0,29.8,45.3,1008.4,Manioc
69,48,26,6.3,23.9,53.9,901.1,Maïs
79,33,53,5.7,19.1,87.4,1569.4,Café
43,42,49,5.8,24.4,65.0,1413.4,Igname
40,18,29,6.1,27.8,50.0,1020.8,Manioc
111,55,35,5.9,27.2,57.1,1158.6,Coton
106,55,37,7.0,26.2,34.2,851.6,Coton
65,50,28,6.5,27.5,33.4,663.8,Maïs
65,36,50,5.8,28.4,70.0,1245.7,Igname
66,58,26,6.4,25.0,51.6,872.6,Maïs
77,30,51,5.9,23.5,81.4,1646.5,Café
42,28,40,6.5,28.5,53.5,901.4,Manioc
65,51,39,5.8,23.2,70.6,1560.1,Riz
42,38,50,6.2,28.1,69.0,1285.4,Igname
34,28,33,6.8,32.2,34.0,641.4,Sorgho
76,27,54,5.2,20.7,87.5,1610.9,Café
123,45,36,6.3,32.2,47.6,924.3,Coton
30,62,29,7.0,24.9,50.0,815.3,Soja
39,40,29,7.3,29.7,29.7,516.2,Sorgho
70,24,47,5.8,24.1,83.1,1803.0,Café
115,45,42,6.0,35.7,35.4,897.7,Coton
110,45,37,6.9,30.9,52.2,911.9,Coton
58,49,18,6.1,27.8,35.1,602.0,Maïs
127,48,40,5.9,29.0,42.5,955.2,Coton
32,59,30,7.0,25.0,42.4,793.1,Soja
115,57,34,5.8,28.9,41.7,949.2,Coton
44,28,24,7.4,28.3,20.0,427.2,Sorgho
41,54,27,7.2,27.2,48.9,857.6,Soja
43,29,39,7.1,33.8,24.4,545.2,Sorgho
70,32,47,6.2,20.8,100.0,1913.8,Café
67,45,36,5.7,33.2,69.1,1511.4,Riz
25,60,28,6.2,23.8,33.6,819.0,Soja
31,57,27,7.0,27.0,36.1,914.0,Soja
65,30,47,5.5,17.1,100.0,1884.8,Café
50,27,29,7.0,30.4,20.3,555.2,Sorgho
73,48,39,6.4,26.8,60.5,1085.6,Riz
69,38,42,5.9,25.1,84.7,1867.4,Cacao
42,18,36,6.9,27.0,51.6,858.0,Manioc
50,28,31,6.8,35.2,27.9,715.3,Sorgho
35,30,33,6.6,27.8,24.7,329.0,Sorgho
26,53,27,5.9,23.3,42.1,684.6,Soja
55,48,41,5.2,24.5,93.5,1695.9,Riz
77,34,42,5.6,19.2,97.0,1742.4,Café
65,29,47,5.4,21.0,93.8,1912.2,Café
39,27,44,6.2,28.5,42.5,951.5,Manioc
74,43,23,6.4,22.4,31.6,789.0,Maïs
42,23,24,6.0,35.6,34.1,563.6,Sorgho
46,22,46,4.8,29.3,37.9,842.1,Manioc
103,53,43,6.6,30.8,52.0,845.4,Coton
22,23,29,7.1,32.0,36.1,555.6,Sorgho
83,23,54,5.4,23.5,90.2,2003.5,Café
60,43,47,5.1,24.0,100.0,2371.2,Cacao
85,25,50,5.5,24.3,77.4,1730.7,Café
72,24,64,5.4,19.0,100.0,1880.3,Café
47,24,42,5.4,27.7,52.0,1048.8,Manioc
66,29,58,5.5,19.9,88.6,1802.6,Café
25,33,23,6.8,24.8,43.7,900.1,Soja
60,36,39,6.4,25.6,80.1,1550.4,Cacao
54,46,47,5.3,24.5,100.0,2332.1,Cacao
61,44,50,5.4,25.8,70.2,1388.5,Igname
30,23,40,6.0,28.5,48.6,1085.6,Manioc
121,52,44,6.5,31.0,55.8,1139.0,Coton
53,24,21,6.8,31.2,30.9,496.6,Sorgho
34,31,29,5.7,35.5,29.1,577.8,Sorgho
37,55,30,6.5,22.1,32.1,832.2,Soja
128,49,46,6.5,31.7,33.6,624.9,Coton
64,48,25,6.9,25.4,45.9,991.1,Maïs
56,37,59,5.2,24.6,74.8,1631.4,Cacao
46,44,47,5.6,28.3,61.7,1279.6,Igname
122,49,39,6.6,28.6,46.6,814.7,Coton
112,52,36,6.3,27.9,38.4,918.9,Coton
61,47,50,5.6,26.5,63.5,1319.6,Igname
62,43,34,5.5,32.3,97.2,1802.6,Riz
56,32,55,5.9,26.0,100.0,2213.9,Cacao
52,38,42,6.2,25.0,95.6,1778.6,Cacao
72,52,38,5.8,30.9,42.7,901.3,Riz
76,31,69,4.9,20.5,100.0,1892.9,Café
44,27,33,6.0,30.3,32.8,561.9,Sorgho
66,37,32,5.7,25.4,79.4,1724.8,Cacao
61,50,48,6.2,30.2,95.2,1916.6,Riz
28,61,29,6.3,23.3,42.4,857.3,Soja
69,48,20,7.3,27.4,20.8,413.9,Maïs
64,27,51,5.2,23.2,80.4,1639.5,Café
78,32,49,5.3,20.7,88.6,1932.2,Café
72,35,57,6.4,28.6,61.2,1144.4,Igname
71,45,35,7.1,21.8,100.0,2103.6,Riz
74,34,50,5.3,20.1,93.9,1868.3,Café
116,50,48,6.2,30.2,51.4,1065.6,Coton
84,53,15,7.4,21.0,49.9,819.1,Maïs
67,48,30,6.5,27.8,43.6,777.9,Maïs
125,48,42,6.6,28.6,41.7,812.6,Coton
84,58,22,6.8,23.3,32.9,574.8,Maïs
76,23,62,6.0,22.8,84.6,1714.4,Café
139,51,46,6.4,32.4,38.7,955.7,Coton
26,67,30,6.8,28.3,36.1,724.5,Soja
42,28,46,5.8,31.3,48.2,903.1,Manioc
72,43,53,5.8,25.8,100.0,1954.9,Cacao
30,59,37,7.4,24.3,37.7,812.8,Soja
37,43,21,6.5,26.9,32.0,817.2,Soja
60,46,35,6.3,30.2,82.2,1492.9,Riz
70,55,17,6.3,24.6,53.2,880.2,Maïs
66,40,55,6.0,27.3,82.1,1743.8,Cacao
42,23,41,5.0,28.7,51.2,1009.2,Manioc
66,41,40,5.6,26.5,68.9,1432.9,Cacao
37,53,31,6.8,24.5,49.8,836.6,Soja
70,38,53,5.4,20.1,96.6,1777.6,Café
25,12,34,6.1,29.9,36.6,834.8,Manioc
36,25,32,6.9,28.3,22.9,564.2,Sorgho
131,52,36,6.9,26.7,74.9,1347.4,Coton
86,52,23,6.1,27.8,36.4,625.5,Maïs
121,44,30,6.4,30.4,60.9,1084.0,Coton
62,43,42,5.5,23.5,94.2,2041.2,Cacao
77,42,26,7.3,25.0,36.6,717.5,Maïs
53,30,23,7.8,30.1,29.8,519.9,Sorgho
74,50,19,6.1,21.8,38.9,719.5,Maïs
50,31,29,6.0,29.3,31.5,701.0,Sorgho
76,27,49,5.2,24.7,79.2,1741.9,Café
122,46,46,5.9,30.3,46.1,821.2,Coton
64,34,55,5.4,23.0,77.7,1724.3,Café
77,52,43,5.8,27.0,76.6,1671.2,Riz
65,38,51,5.8,24.0,100.0,2575.6,Cacao
28,28,43,5.2,30.0,43.9,1072.2,Manioc
47,24,33,6.3,29.4,56.9,1083.7,Manioc
117,40,44,6.6,26.8,48.8,1082.6,Coton
65,35,39,7.2,31.4,85.1,1699.1,Riz
47,32,28,6.6,30.3,38.4,672.6,Sorgho
50,49,45,6.1,26.8,61.2,1195.5,Igname
72,51,24,6.7,26.5,27.7,741.7,Maïs
86,45,23,6.8,25.0,39.7,843.0,Maïs
37,50,30,7.3,20.8,44.1,771.6,Soja
49,51,42,6.3,30.0,66.3,1355.6,Riz
52,20,44,6.1,27.1,60.4,1043.2,Manioc
40,22,46,5.8,25.2,64.0,1110.9,Manioc
60,48,50,6.2,26.5,76.0,1366.3,Igname
61,41,40,6.2,24.3,100.0,2159.4,Cacao
50,38,60,5.4,28.0,74.5,1312.5,Igname
68,48,38,6.4,22.7,75.6,1524.7,Riz
84,47,17,6.6,26.2,39.1,916.4,Maïs
37,52,21,6.4,23.5,34.9,869.6,Soja
115,53,44,6.0,31.5,50.8,1097.8,Coton
47,19,41,5.3,30.7,47.9,928.0,Manioc
68,38,39,5.6,28.3,93.9,2028.2,Cacao
59,41,53,5.9,28.6,65.2,1260.1,Igname
123,47,37,5.7,29.6,45.6,1053.8,Coton
32,56,31,7.0,23.9,41.6,806.7,Soja
77,32,53,6.1,27.0,44.6,1031.0,Igname
74,43,38,6.0,24.9,59.4,1265.0,Riz
87,43,23,6.7,31.2,40.8,748.2,Maïs
46,15,38,5.6,28.9,56.2,967.4,Manioc
30,52,23,6.3,25.4,47.9,768.5,Soja
71,37,38,5.8,28.3,52.6,1199.6,Igname
55,38,47,5.8,27.1,65.7,1252.1,Igname
48,43,44,5.9,27.1,63.1,1379.9,Igname
69,44,41,5.7,25.4,75.7,1522.3,Cacao
62,46,19,6.6,26.0,52.0,896.2,Maïs
59,40,49,5.8,30.1,65.4,1332.2,Igname
70,20,47,5.4,22.8,83.7,1515.5,Café
49,35,48,5.7,29.5,59.6,1289.6,Igname
53,32,39,5.6,26.9,100.0,2254.2,Cacao
76,34,23,6.0,23.3,40.0,817.2,Maïs
72,43,45,5.3,25.3,100.0,2159.0,Cacao
77,36,52,6.5,25.4,96.8,1872.1,Cacao
75,30,63,5.5,20.9,81.5,1828.4,Café
115,47,40,6.2,29.5,56.4,1056.9,Coton
80,49,40,5.8,31.9,94.3,1743.2,Riz
29,28,27,6.3,30.2,25.9,556.3,Sorgho
83,40,48,5.5,30.3,65.8,1459.2,Riz
138,46,38,6.5,28.3,64.6,1109.8,Coton
29,54,27,7.2,23.8,35.8,702.3,Soja
49,20,26,6.5,29.4,46.7,916.8,Manioc
54,21,35,5.4,27.7,59.5,992.7,Manioc
79,51,24,6.8,24.9,45.4,751.7,Maïs
65,26,47,5.6,21.2,82.2,1618.3,Café
52,26,40,6.1,32.3,29.8,622.9,Sorgho
50,24,21,7.5,32.6,23.6,670.5,Sorgho
41,27,31,6.2,28.8,36.2,814.0,Manioc
65,45,40,5.9,23.9,80.1,1665.5,Cacao
84,46,19,5.9,24.4,33.1,607.9,Maïs
27,50,24,6.9,27.1,36.5,731.5,Soja
53,50,41,5.8,28.7,83.7,1730.9,Riz
62,29,48,5.7,23.8,95.9,1762.7,Café
72,36,43,6.0,24.5,80.8,1805.7,Cacao
42,27,46,5.8,29.0,51.3,1028.1,Manioc
62,43,39,5.9,24.1,93.5,1739.4,Cacao
118,48,34,6.6,29.9,47.2,882.1,Coton
28,56,29,6.9,24.4,32.2,659.0,Soja
67,41,49,6.4,27.4,64.3,1338.0,Igname
38,59,27,7.6,24.9,28.3,645.6,Soja
37,33,31,6.1,28.5,27.3,500.9,Sorgho
84,50,23,7.1,20.7,36.1,671.0,Maïs
85,47,28,6.6,27.5,83.9,1793.3,Riz
62,39,33,5.5,28.6,100.0,2452.4,Cacao
29,27,43,6.7,32.0,21.9,588.1,Sorgho
74,40,40,6.2,31.1,100.0,1900.0,Riz
44,38,29,6.8,31.4,20.0,342.2,Sorgho
123,55,36,6.6,31.1,39.5,924.8,Coton
53,39,47,6.2,28.5,74.1,1324.6,Igname
70,27,43,5.5,19.8,86.3,1603.8,Café
88,42,22,6.4,27.7,30.6,771.7,Maïs
80,34,53,5.3,22.8,83.8,1684.3,Café
25,55,24,6.5,27.1,33.6,850.2,Soja
37,58,30,7.5,22.2,38.4,903.6,Soja
80,36,22,7.1,24.7,46.9,780.1,Maïs
64,44,61,5.9,25.6,93.1,1715.5,Cacao
41,29,38,5.9,28.0,56.1,947.4,Manioc
28,67,29,6.7,22.9,36.7,700.0,Soja
132,46,44,5.9,31.8,52.5,1029.9,Coton
70,29,53,6.0,27.5,59.9,1377.4,Igname
42,20,34,6.7,30.3,29.3,539.7,Sorgho
40,21,44,5.6,28.2,38.7,913.6,Manioc
69,39,43,6.4,26.8,70.9,1343.8,Igname
56,36,34,7.3,31.2,42.6,744.6,Sorgho
43,29,27,6.8,29.6,30.2,581.0,Sorgho
75,67,23,6.1,25.6,37.0,928.7,Maïs
141,49,43,5.8,33.1,37.6,662.0,Coton
120,49,41,6.6,27.3,51.5,1072.9,Coton
52,16,41,5.5,31.6,47.3,1081.4,Manioc
33,63,29,6.6,28.2,40.6,898.6,Soja
43,22,40,6.0,28.7,49.9,955.7,Manioc
50,41,42,6.3,27.5,62.3,1164.9,Igname
51,51,42,5.9,26.6,79.6,1546.0,Riz
66,41,54,6.4,23.8,83.1,1780.4,Cacao
85,27,31,7.0,22.3,32.3,600.8,Maïs
33,57,38,6.9,24.5,27.7,745.0,Soja
37,29,28,6.5,30.1,26.8,638.5,Sorgho
75,46,36,5.6,28.4,84.7,1546.8,Riz
74,28,47,5.4,21.6,80.6,1719.3,Café
37,54,27,6.5,19.9,46.4,784.9,Soja
78,28,61,5.3,20.9,83.1,1685.2,Café
30,64,29,6.0,26.8,32.1,783.2,Soja
126,53,41,6.7,30.9,51.4,897.0,Coton
87,31,47,6.9,27.6,59.7,1350.4,Riz
57,37,56,5.8,24.9,100.0,2056.0,Cacao
80,48,24,6.2,21.3,54.4,1077.5,Riz
128,39,32,5.7,29.9,49.9,1070.5,Coton
78,45,61,6.2,23.7,80.2,1508.5,Cacao
68,42,43,5.5,25.6,100.0,2300.5,Cacao
44,25,42,5.1,27.9,54.6,1044.5,Manioc
57,32,53,6.0,24.5,71.4,1248.5,Igname
113,46,37,6.4,31.4,36.0,889.4,Coton
45,31,44,6.0,23.6,20.0,522.6,Sorgho
54,25,36,5.2,30.1,49.8,1059.8,Manioc
82,57,32,5.3,28.0,89.0,1947.9,Riz
68,26,54,5.6,22.9,69.1,1521.7,Café
78,54,37,6.8,27.6,69.6,1496.8,Riz
28,43,35,7.1,28.7,40.4,835.6,Soja
130,49,41,6.0,25.1,38.8,880.3,Coton
