date,culture,mois,prix_fcfa_kg,demande_estimee_kg
2025-07-06,Maïs,7,201,1084
2025-07-06,Riz,7,413,961
2025-07-06,Sorgho,7,253,934
2025-07-06,Igname,7,273,1085
2025-07-06,Manioc,7,156,926
2025-07-06,Soja,7,342,1041
2025-07-06,Coton,7,522,1009
2025-07-06,Cacao,7,1481,848
2025-07-06,Café,7,1142,1324
2025-07-07,Maïs,7,213,1126
2025-07-07,Riz,7,429,859
2025-07-07,Sorgho,7,263,976
2025-07-07,Igname,7,294,1166
2025-07-07,Manioc,7,149,1006
2025-07-07,Soja,7,397,858
2025-07-07,Coton,7,492,898
2025-07-07,Cacao,7,1600,921
2025-07-07,Café,7,1236,1053
2025-07-08,Maïs,7,219,1028
2025-07-08,Riz,7,402,1056
2025-07-08,Sorgho,7,258,939
2025-07-08,Igname,7,313,671
2025-07-08,Manioc,7,142,1048
2025-07-08,Soja,7,331,1019
2025-07-08,Coton,7,512,1091
2025-07-08,Cacao,7,1540,955
2025-07-08,Café,7,1199,967
2025-07-09,Maïs,7,218,1099
2025-07-09,Riz,7,423,809
2025-07-09,Sorgho,7,256,945
2025-07-09,Igname,7,267,1235
2025-07-09,Manioc,7,154,966
2025-07-09,Soja,7,346,1106
2025-07-09,Coton,7,518,866
2025-07-09,Cacao,7,1480,888
2025-07-09,Café,7,1238,1094
2025-07-10,Maïs,7,214,987
2025-07-10,Riz,7,415,1124
2025-07-10,Sorgho,7,243,787
2025-07-10,Igname,7,323,915
2025-07-10,Manioc,7,147,935
2025-07-10,Soja,7,322,1284
2025-07-10,Coton,7,496,1035
2025-07-10,Cacao,7,1347,1393
2025-07-10,Café,7,1219,1184
2025-07-11,Maïs,7,215,834
2025-07-11,Riz,7,425,713
2025-07-11,Sorgho,7,257,784
2025-07-11,Igname,7,293,1097
2025-07-11,Manioc,7,146,1038
2025-07-11,Soja,7,356,947
2025-07-11,Coton,7,557,1149
2025-07-11,Cacao,7,1572,1008
2025-07-11,Café,7,1209,857
2025-07-12,Maïs,7,197,1025
2025-07-12,Riz,7,394,1158
2025-07-12,Sorgho,7,245,714
2025-07-12,Igname,7,286,954
2025-07-12,Manioc,7,141,1061
2025-07-12,Soja,7,354,999
2025-07-12,Coton,7,479,1005
2025-07-12,Cacao,7,1546,1071
2025-07-12,Café,7,1201,1072
2025-07-13,Maïs,7,192,875
2025-07-13,Riz,7,391,1206
2025-07-13,Sorgho,7,264,1005
2025-07-13,Igname,7,292,942
2025-07-13,Manioc,7,152,943
2025-07-13,Soja,7,354,923
2025-07-13,Coton,7,525,940
2025-07-13,Cacao,7,1463,971
2025-07-13,Café,7,1265,996
2025-07-14,Maïs,7,203,996
2025-07-14,Riz,7,425,892
2025-07-14,Sorgho,7,253,1134
2025-07-14,Igname,7,282,928
2025-07-14,Manioc,7,154,1249
2025-07-14,Soja,7,343,1076
2025-07-14,Coton,7,451,1082
2025-07-14,Cacao,7,1465,925
2025-07-14,Café,7,1092,927
2025-07-15,Maïs,7,195,1043
2025-07-15,Riz,7,399,1127
2025-07-15,Sorgho,7,263,1059
2025-07-15,Igname,7,293,1042
2025-07-15,Manioc,7,166,890
2025-07-15,Soja,7,341,1156
2025-07-15,Coton,7,517,957
2025-07-15,Cacao,7,1513,969
2025-07-15,Café,7,1230,752
2025-07-16,Maïs,7,176,1213
2025-07-16,Riz,7,409,688
2025-07-16,Sorgho,7,224,1006
2025-07-16,Igname,7,290,1194
2025-07-16,Manioc,7,153,926
2025-07-16,Soja,7,353,1155
2025-07-16,Coton,7,499,953
2025-07-16,Cacao,7,1508,923
2025-07-16,Café,7,1242,979
2025-07-17,Maïs,7,195,1101
2025-07-17,Riz,7,400,1048
2025-07-17,Sorgho,7,240,962
2025-07-17,Igname,7,293,1123
2025-07-17,Manioc,7,149,981
2025-07-17,Soja,7,335,1127
2025-07-17,Coton,7,490,1065
2025-07-17,Cacao,7,1454,1038
2025-07-17,Café,7,1296,1105
2025-07-18,Maïs,7,188,898
2025-07-18,Riz,7,431,1103
2025-07-18,Sorgho,7,244,938
2025-07-18,Igname,7,338,978
2025-07-18,Manioc,7,164,1003
2025-07-18,Soja,7,351,997
2025-07-18,Coton,7,508,1111
2025-07-18,Cacao,7,1582,1002
2025-07-18,Café,7,1107,1105
2025-07-19,Maïs,7,217,871
2025-07-19,Riz,7,379,1003
2025-07-19,Sorgho,7,254,1177
2025-07-19,Igname,7,300,1012
2025-07-19,Manioc,7,166,846
2025-07-19,Soja,7,349,979
2025-07-19,Coton,7,566,966
2025-07-19,Cacao,7,1482,1081
2025-07-19,Café,7,1253,1010
2025-07-20,Maïs,7,223,775
2025-07-20,Riz,7,380,920
2025-07-20,Sorgho,7,240,1157
2025-07-20,Igname,7,310,1042
2025-07-20,Manioc,7,142,948
2025-07-20,Soja,7,361,879
2025-07-20,Coton,7,504,1050
2025-07-20,Cacao,7,1393,1107
2025-07-20,Café,7,1245,1032
2025-07-21,Maïs,7,202,736
2025-07-21,Riz,7,385,1096
2025-07-21,Sorgho,7,246,1002
2025-07-21,Igname,7,315,1021
2025-07-21,Manioc,7,145,775
2025-07-21,Soja,7,373,879
2025-07-21,Coton,7,511,1053
2025-07-21,Cacao,7,1502,936
2025-07-21,Café,7,1100,1030
2025-07-22,Maïs,7,194,1040
2025-07-22,Riz,7,375,1077
2025-07-22,Sorgho,7,256,905
2025-07-22,Igname,7,293,1005
2025-07-22,Manioc,7,147,1044
2025-07-22,Soja,7,327,1089
2025-07-22,Coton,7,504,952
2025-07-22,Cacao,7,1442,1136
2025-07-22,Café,7,1258,1089
2025-07-23,Maïs,7,184,1028
2025-07-23,Riz,7,388,1179
2025-07-23,Sorgho,7,252,958
2025-07-23,Igname,7,282,1060
2025-07-23,Manioc,7,164,828
2025-07-23,Soja,7,353,1031
2025-07-23,Coton,7,469,1107
2025-07-23,Cacao,7,1417,1028
2025-07-23,Café,7,1231,961
2025-07-24,Maïs,7,199,1046
2025-07-24,Riz,7,373,1225
2025-07-24,Sorgho,7,237,924
2025-07-24,Igname,7,324,1064
2025-07-24,Manioc,7,147,1054
2025-07-24,Soja,7,337,1144
2025-07-24,Coton,7,515,1104
2025-07-24,Cacao,7,1476,1038
2025-07-24,Café,7,1194,929
2025-07-25,Maïs,7,199,940
2025-07-25,Riz,7,418,896
2025-07-25,Sorgho,7,256,870
2025-07-25,Igname,7,290,897
2025-07-25,Manioc,7,155,895
2025-07-25,Soja,7,355,1177
2025-07-25,Coton,7,461,1001
2025-07-25,Cacao,7,1527,899
2025-07-25,Café,7,1231,987
2025-07-26,Maïs,7,208,795
2025-07-26,Riz,7,383,1036
2025-07-26,Sorgho,7,254,1009
2025-07-26,Igname,7,296,1021
2025-07-26,Manioc,7,143,1095
2025-07-26,Soja,7,355,1099
2025-07-26,Coton,7,500,999
2025-07-26,Cacao,7,1429,1104
2025-07-26,Café,7,1144,1049
2025-07-27,Maïs,7,206,989
2025-07-27,Riz,7,414,1045
2025-07-27,Sorgho,7,269,987
2025-07-27,Igname,7,320,944
2025-07-27,Manioc,7,148,1059
2025-07-27,Soja,7,356,872
2025-07-27,Coton,7,496,994
2025-07-27,Cacao,7,1528,1020
2025-07-27,Café,7,994,1101
2025-07-28,Maïs,7,194,988
2025-07-28,Riz,7,423,1001
2025-07-28,Sorgho,7,262,908
2025-07-28,Igname,7,274,1209
2025-07-28,Manioc,7,156,684
2025-07-28,Soja,7,340,1011
2025-07-28,Coton,7,512,1053
2025-07-28,Cacao,7,1453,1210
2025-07-28,Café,7,1298,852
2025-07-29,Maïs,7,205,971
2025-07-29,Riz,7,418,921
2025-07-29,Sorgho,7,250,1089
2025-07-29,Igname,7,301,1059
2025-07-29,Manioc,7,186,923
2025-07-29,Soja,7,362,926
2025-07-29,Coton,7,513,822
2025-07-29,Cacao,7,1434,1176
2025-07-29,Café,7,1211,864
2025-07-30,Maïs,7,199,882
2025-07-30,Riz,7,404,1110
2025-07-30,Sorgho,7,244,1011
2025-07-30,Igname,7,296,1006
2025-07-30,Manioc,7,159,813
2025-07-30,Soja,7,366,893
2025-07-30,Coton,7,486,1139
2025-07-30,Cacao,7,1563,1144
2025-07-30,Café,7,1266,1036
2025-07-31,Maïs,7,207,1008
2025-07-31,Riz,7,431,881
2025-07-31,Sorgho,7,233,1032
2025-07-31,Igname,7,293,1175
2025-07-31,Manioc,7,137,854
2025-07-31,Soja,7,353,721
2025-07-31,Coton,7,366,1407
2025-07-31,Cacao,7,1567,908
2025-07-31,Café,7,1219,976
2025-08-01,Maïs,8,184,1177
2025-08-01,Riz,8,345,1219
2025-08-01,Sorgho,8,251,958
2025-08-01,Igname,8,286,1129
2025-08-01,Manioc,8,147,1045
2025-08-01,Soja,8,349,955
2025-08-01,Coton,8,480,1117
2025-08-01,Cacao,8,1437,839
2025-08-01,Café,8,1077,1140
2025-08-02,Maïs,8,180,1133
2025-08-02,Riz,8,364,1010
2025-08-02,Sorgho,8,242,1106
2025-08-02,Igname,8,293,1020
2025-08-02,Manioc,8,108,1368
2025-08-02,Soja,8,335,1213
2025-08-02,Coton,8,482,976
2025-08-02,Cacao,8,1427,847
2025-08-02,Café,8,1159,1072
2025-08-03,Maïs,8,184,1047
2025-08-03,Riz,8,349,1057
2025-08-03,Sorgho,8,215,1259
2025-08-03,Igname,8,294,1002
2025-08-03,Manioc,8,139,1124
2025-08-03,Soja,8,330,1086
2025-08-03,Coton,8,476,920
2025-08-03,Cacao,8,1428,866
2025-08-03,Café,8,1127,1059
2025-08-04,Maïs,8,179,1111
2025-08-04,Riz,8,387,851
2025-08-04,Sorgho,8,244,1040
2025-08-04,Igname,8,277,1047
2025-08-04,Manioc,8,140,1050
2025-08-04,Soja,8,355,1074
2025-08-04,Coton,8,454,994
2025-08-04,Cacao,8,1350,1077
2025-08-04,Café,8,1204,860
2025-08-05,Maïs,8,195,992
2025-08-05,Riz,8,377,1024
2025-08-05,Sorgho,8,237,1005
2025-08-05,Igname,8,298,1112
2025-08-05,Manioc,8,157,797
2025-08-05,Soja,8,326,1032
2025-08-05,Coton,8,456,1167
2025-08-05,Cacao,8,1302,1186
2025-08-05,Café,8,1146,1082
2025-08-06,Maïs,8,208,858
2025-08-06,Riz,8,385,914
2025-08-06,Sorgho,8,222,1136
2025-08-06,Igname,8,301,922
2025-08-06,Manioc,8,151,977
2025-08-06,Soja,8,342,931
2025-08-06,Coton,8,477,1133
2025-08-06,Cacao,8,1418,1129
2025-08-06,Café,8,1105,1055
2025-08-07,Maïs,8,184,1245
2025-08-07,Riz,8,377,1229
2025-08-07,Sorgho,8,216,1119
2025-08-07,Igname,8,284,1137
2025-08-07,Manioc,8,150,1076
2025-08-07,Soja,8,309,973
2025-08-07,Coton,8,490,926
2025-08-07,Cacao,8,1368,1322
2025-08-07,Café,8,1197,1058
2025-08-08,Maïs,8,206,765
2025-08-08,Riz,8,349,868
2025-08-08,Sorgho,8,249,1130
2025-08-08,Igname,8,269,1392
2025-08-08,Manioc,8,144,1068
2025-08-08,Soja,8,344,962
2025-08-08,Coton,8,460,1155
2025-08-08,Cacao,8,1362,1083
2025-08-08,Café,8,1204,963
2025-08-09,Maïs,8,204,1100
2025-08-09,Riz,8,395,936
2025-08-09,Sorgho,8,234,865
2025-08-09,Igname,8,275,1180
2025-08-09,Manioc,8,151,984
2025-08-09,Soja,8,321,1004
2025-08-09,Coton,8,454,1087
2025-08-09,Cacao,8,1336,1205
2025-08-09,Café,8,1035,1232
2025-08-10,Maïs,8,197,976
2025-08-10,Riz,8,374,1066
2025-08-10,Sorgho,8,258,1138
2025-08-10,Igname,8,281,1327
2025-08-10,Manioc,8,144,952
2025-08-10,Soja,8,441,797
2025-08-10,Coton,8,497,948
2025-08-10,Cacao,8,1347,933
2025-08-10,Café,8,1169,1027
2025-08-11,Maïs,8,194,1094
2025-08-11,Riz,8,383,957
2025-08-11,Sorgho,8,210,1317
2025-08-11,Igname,8,278,1079
2025-08-11,Manioc,8,144,1066
2025-08-11,Soja,8,318,1224
2025-08-11,Coton,8,495,1062
2025-08-11,Cacao,8,1469,1030
2025-08-11,Café,8,1141,1039
2025-08-12,Maïs,8,183,1104
2025-08-12,Riz,8,365,1190
2025-08-12,Sorgho,8,230,1017
2025-08-12,Igname,8,284,1228
2025-08-12,Manioc,8,187,827
2025-08-12,Soja,8,343,1038
2025-08-12,Coton,8,461,1271
2025-08-12,Cacao,8,1387,1200
2025-08-12,Café,8,1089,793
2025-08-13,Maïs,8,200,827
2025-08-13,Riz,8,370,1138
2025-08-13,Sorgho,8,228,1060
2025-08-13,Igname,8,282,1205
2025-08-13,Manioc,8,139,982
2025-08-13,Soja,8,308,1077
2025-08-13,Coton,8,506,854
2025-08-13,Cacao,8,1495,1017
2025-08-13,Café,8,1161,899
2025-08-14,Maïs,8,178,1133
2025-08-14,Riz,8,343,1072
2025-08-14,Sorgho,8,229,948
2025-08-14,Igname,8,284,1069
2025-08-14,Manioc,8,142,1119
2025-08-14,Soja,8,324,1368
2025-08-14,Coton,8,418,1192
2025-08-14,Cacao,8,1556,964
2025-08-14,Café,8,1141,1162
2025-08-15,Maïs,8,194,963
2025-08-15,Riz,8,374,1228
2025-08-15,Sorgho,8,255,983
2025-08-15,Igname,8,291,1132
2025-08-15,Manioc,8,136,1092
2025-08-15,Soja,8,323,1094
2025-08-15,Coton,8,463,1020
2025-08-15,Cacao,8,1487,1112
2025-08-15,Café,8,1115,995
2025-08-16,Maïs,8,211,965
2025-08-16,Riz,8,382,1053
2025-08-16,Sorgho,8,231,1263
2025-08-16,Igname,8,273,1175
2025-08-16,Manioc,8,164,956
2025-08-16,Soja,8,352,817
2025-08-16,Coton,8,470,962
2025-08-16,Cacao,8,1471,1037
2025-08-16,Café,8,1168,922
2025-08-17,Maïs,8,181,1163
2025-08-17,Riz,8,391,1231
2025-08-17,Sorgho,8,231,1019
2025-08-17,Igname,8,255,1131
2025-08-17,Manioc,8,135,1182
2025-08-17,Soja,8,330,989
2025-08-17,Coton,8,463,1187
2025-08-17,Cacao,8,1513,1190
2025-08-17,Café,8,1249,1030
2025-08-18,Maïs,8,169,1376
2025-08-18,Riz,8,384,1108
2025-08-18,Sorgho,8,236,1211
2025-08-18,Igname,8,261,1009
2025-08-18,Manioc,8,154,906
2025-08-18,Soja,8,334,816
2025-08-18,Coton,8,471,1233
2025-08-18,Cacao,8,1288,1209
2025-08-18,Café,8,1123,1146
2025-08-19,Maïs,8,171,1313
2025-08-19,Riz,8,356,1143
2025-08-19,Sorgho,8,233,983
2025-08-19,Igname,8,273,1247
2025-08-19,Manioc,8,133,1108
2025-08-19,Soja,8,323,861
2025-08-19,Coton,8,463,1232
2025-08-19,Cacao,8,1526,1092
2025-08-19,Café,8,1169,943
2025-08-20,Maïs,8,179,1211
2025-08-20,Riz,8,346,1165
2025-08-20,Sorgho,8,234,1153
2025-08-20,Igname,8,270,1289
2025-08-20,Manioc,8,148,1069
2025-08-20,Soja,8,329,949
2025-08-20,Coton,8,478,1175
2025-08-20,Cacao,8,1398,1174
2025-08-20,Café,8,1148,1130
2025-08-21,Maïs,8,197,1091
2025-08-21,Riz,8,398,884
2025-08-21,Sorgho,8,262,1001
2025-08-21,Igname,8,294,951
2025-08-21,Manioc,8,147,1125
2025-08-21,Soja,8,342,1025
2025-08-21,Coton,8,472,1018
2025-08-21,Cacao,8,1419,1207
2025-08-21,Café,8,1270,1204
2025-08-22,Maïs,8,166,1463
2025-08-22,Riz,8,359,1139
2025-08-22,Sorgho,8,230,1110
2025-08-22,Igname,8,255,1313
2025-08-22,Manioc,8,136,1004
2025-08-22,Soja,8,336,912
2025-08-22,Coton,8,478,1247
2025-08-22,Cacao,8,1428,1120
2025-08-22,Café,8,1117,1054
2025-08-23,Maïs,8,195,1043
2025-08-23,Riz,8,405,892
2025-08-23,Sorgho,8,234,881
2025-08-23,Igname,8,272,1156
2025-08-23,Manioc,8,133,1127
2025-08-23,Soja,8,345,955
2025-08-23,Coton,8,468,1078
2025-08-23,Cacao,8,1415,1237
2025-08-23,Café,8,1112,1187
2025-08-24,Maïs,8,198,949
2025-08-24,Riz,8,369,1095
2025-08-24,Sorgho,8,218,1022
2025-08-24,Igname,8,301,988
2025-08-24,Manioc,8,140,981
2025-08-24,Soja,8,296,1114
2025-08-24,Coton,8,456,955
2025-08-24,Cacao,8,1317,1126
2025-08-24,Café,8,1157,1255
2025-08-25,Maïs,8,190,1122
2025-08-25,Riz,8,335,1483
2025-08-25,Sorgho,8,244,940
2025-08-25,Igname,8,296,1110
2025-08-25,Manioc,8,126,1284
2025-08-25,Soja,8,299,1057
2025-08-25,Coton,8,489,943
2025-08-25,Cacao,8,1410,929
2025-08-25,Café,8,1131,1022
2025-08-26,Maïs,8,193,1114
2025-08-26,Riz,8,375,1033
2025-08-26,Sorgho,8,248,1171
2025-08-26,Igname,8,274,1025
2025-08-26,Manioc,8,140,1139
2025-08-26,Soja,8,331,904
2025-08-26,Coton,8,476,1161
2025-08-26,Cacao,8,1362,936
2025-08-26,Café,8,1128,1205
2025-08-27,Maïs,8,204,960
2025-08-27,Riz,8,393,1078
2025-08-27,Sorgho,8,238,1071
2025-08-27,Igname,8,290,1155
2025-08-27,Manioc,8,142,824
2025-08-27,Soja,8,348,986
2025-08-27,Coton,8,479,1053
2025-08-27,Cacao,8,1499,1022
2025-08-27,Café,8,1145,1022
2025-08-28,Maïs,8,187,1012
2025-08-28,Riz,8,384,1191
2025-08-28,Sorgho,8,222,1125
2025-08-28,Igname,8,278,977
2025-08-28,Manioc,8,135,1219
2025-08-28,Soja,8,322,1234
2025-08-28,Coton,8,504,935
2025-08-28,Cacao,8,1484,1162
2025-08-28,Café,8,1205,1061
2025-08-29,Maïs,8,184,1043
2025-08-29,Riz,8,397,988
2025-08-29,Sorgho,8,255,919
2025-08-29,Igname,8,299,1019
2025-08-29,Manioc,8,136,1011
2025-08-29,Soja,8,305,1065
2025-08-29,Coton,8,462,1107
2025-08-29,Cacao,8,1424,1012
2025-08-29,Café,8,1130,1011
2025-08-30,Maïs,8,179,1178
2025-08-30,Riz,8,384,920
2025-08-30,Sorgho,8,227,1027
2025-08-30,Igname,8,280,1100
2025-08-30,Manioc,8,144,1006
2025-08-30,Soja,8,319,1128
2025-08-30,Coton,8,452,1010
2025-08-30,Cacao,8,1346,1033
2025-08-30,Café,8,1160,944
2025-08-31,Maïs,8,188,974
2025-08-31,Riz,8,397,1134
2025-08-31,Sorgho,8,249,1013
2025-08-31,Igname,8,278,1063
2025-08-31,Manioc,8,145,925
2025-08-31,Soja,8,317,1189
2025-08-31,Coton,8,491,1045
2025-08-31,Cacao,8,1401,1144
2025-08-31,Café,8,1161,979
2025-09-01,Maïs,9,186,1144
2025-09-01,Riz,9,358,1242
2025-09-01,Sorgho,9,247,1002
2025-09-01,Igname,9,283,1138
2025-09-01,Manioc,9,131,1137
2025-09-01,Soja,9,330,1100
2025-09-01,Coton,9,483,1225
2025-09-01,Cacao,9,1327,1205
2025-09-01,Café,9,1129,868
2025-09-02,Maïs,9,197,962
2025-09-02,Riz,9,403,1066
2025-09-02,Sorgho,9,225,1106
2025-09-02,Igname,9,276,1039
2025-09-02,Manioc,9,137,1217
2025-09-02,Soja,9,335,1166
2025-09-02,Coton,9,418,1236
2025-09-02,Cacao,9,1381,1269
2025-09-02,Café,9,1115,1042
2025-09-03,Maïs,9,208,989
2025-09-03,Riz,9,378,1027
2025-09-03,Sorgho,9,238,930
2025-09-03,Igname,9,280,1164
2025-09-03,Manioc,9,141,1047
2025-09-03,Soja,9,305,1265
2025-09-03,Coton,9,479,1244
2025-09-03,Cacao,9,1451,1046
2025-09-03,Café,9,1206,1049
2025-09-04,Maïs,9,167,1227
2025-09-04,Riz,9,376,1030
2025-09-04,Sorgho,9,269,928
2025-09-04,Igname,9,291,1045
2025-09-04,Manioc,9,149,915
2025-09-04,Soja,9,320,1147
2025-09-04,Coton,9,491,1092
2025-09-04,Cacao,9,1412,895
2025-09-04,Café,9,1016,1213
2025-09-05,Maïs,9,166,1250
2025-09-05,Riz,9,411,852
2025-09-05,Sorgho,9,242,859
2025-09-05,Igname,9,279,966
2025-09-05,Manioc,9,151,1038
2025-09-05,Soja,9,332,1099
2025-09-05,Coton,9,440,950
2025-09-05,Cacao,9,1282,1094
2025-09-05,Café,9,1167,1149
2025-09-06,Maïs,9,192,896
2025-09-06,Riz,9,376,1112
2025-09-06,Sorgho,9,234,1013
2025-09-06,Igname,9,262,1253
2025-09-06,Manioc,9,146,1014
2025-09-06,Soja,9,317,1189
2025-09-06,Coton,9,452,1108
2025-09-06,Cacao,9,1202,1387
2025-09-06,Café,9,1132,1072
2025-09-07,Maïs,9,176,1221
2025-09-07,Riz,9,375,1250
2025-09-07,Sorgho,9,247,1000
2025-09-07,Igname,9,264,1224
2025-09-07,Manioc,9,139,992
2025-09-07,Soja,9,315,1072
2025-09-07,Coton,9,467,1049
2025-09-07,Cacao,9,1724,957
2025-09-07,Café,9,1165,1018
2025-09-08,Maïs,9,182,1224
2025-09-08,Riz,9,385,978
2025-09-08,Sorgho,9,228,1076
2025-09-08,Igname,9,285,929
2025-09-08,Manioc,9,151,993
2025-09-08,Soja,9,333,1108
2025-09-08,Coton,9,458,1306
2025-09-08,Cacao,9,1415,1163
2025-09-08,Café,9,1228,887
2025-09-09,Maïs,9,200,986
2025-09-09,Riz,9,386,1028
2025-09-09,Sorgho,9,222,1142
2025-09-09,Igname,9,263,1088
2025-09-09,Manioc,9,152,1002
2025-09-09,Soja,9,332,1041
2025-09-09,Coton,9,433,1335
2025-09-09,Cacao,9,1431,1204
2025-09-09,Café,9,1154,1051
2025-09-10,Maïs,9,203,1055
2025-09-10,Riz,9,367,950
2025-09-10,Sorgho,9,246,1030
2025-09-10,Igname,9,276,982
2025-09-10,Manioc,9,128,1281
2025-09-10,Soja,9,322,1209
2025-09-10,Coton,9,523,925
2025-09-10,Cacao,9,1750,839
2025-09-10,Café,9,1206,987
2025-09-11,Maïs,9,183,1094
2025-09-11,Riz,9,368,1069
2025-09-11,Sorgho,9,232,1080
2025-09-11,Igname,9,313,1030
2025-09-11,Manioc,9,142,1008
2025-09-11,Soja,9,325,1031
2025-09-11,Coton,9,447,1102
2025-09-11,Cacao,9,1460,940
2025-09-11,Café,9,1084,981
2025-09-12,Maïs,9,196,924
2025-09-12,Riz,9,355,1257
2025-09-12,Sorgho,9,248,830
2025-09-12,Igname,9,292,946
2025-09-12,Manioc,9,127,1250
2025-09-12,Soja,9,337,1049
2025-09-12,Coton,9,468,949
2025-09-12,Cacao,9,1386,1078
2025-09-12,Café,9,1236,1048
2025-09-13,Maïs,9,189,1101
2025-09-13,Riz,9,381,1266
2025-09-13,Sorgho,9,257,883
2025-09-13,Igname,9,282,969
2025-09-13,Manioc,9,119,1352
2025-09-13,Soja,9,328,1095
2025-09-13,Coton,9,438,1236
2025-09-13,Cacao,9,1392,1032
2025-09-13,Café,9,1141,1124
2025-09-14,Maïs,9,173,1124
2025-09-14,Riz,9,379,956
2025-09-14,Sorgho,9,226,1055
2025-09-14,Igname,9,257,1129
2025-09-14,Manioc,9,130,1058
2025-09-14,Soja,9,343,1126
2025-09-14,Coton,9,472,1096
2025-09-14,Cacao,9,1346,983
2025-09-14,Café,9,1232,1062
2025-09-15,Maïs,9,190,1157
2025-09-15,Riz,9,395,777
2025-09-15,Sorgho,9,244,1105
2025-09-15,Igname,9,242,1196
2025-09-15,Manioc,9,135,962
2025-09-15,Soja,9,301,1219
2025-09-15,Coton,9,486,915
2025-09-15,Cacao,9,1368,1209
2025-09-15,Café,9,1038,1222
2025-09-16,Maïs,9,160,1124
2025-09-16,Riz,9,387,974
2025-09-16,Sorgho,9,226,1086
2025-09-16,Igname,9,309,966
2025-09-16,Manioc,9,145,1144
2025-09-16,Soja,9,291,1167
2025-09-16,Coton,9,500,895
2025-09-16,Cacao,9,1262,1220
2025-09-16,Café,9,1223,984
2025-09-17,Maïs,9,201,1147
2025-09-17,Riz,9,332,1183
2025-09-17,Sorgho,9,260,1061
2025-09-17,Igname,9,293,784
2025-09-17,Manioc,9,136,1009
2025-09-17,Soja,9,343,1072
2025-09-17,Coton,9,481,1110
2025-09-17,Cacao,9,1480,1138
2025-09-17,Café,9,1039,1081
2025-09-18,Maïs,9,181,1153
2025-09-18,Riz,9,372,1072
2025-09-18,Sorgho,9,221,1003
2025-09-18,Igname,9,290,1181
2025-09-18,Manioc,9,136,1055
2025-09-18,Soja,9,316,1052
2025-09-18,Coton,9,487,1047
2025-09-18,Cacao,9,1435,982
2025-09-18,Café,9,1155,1072
2025-09-19,Maïs,9,190,1202
2025-09-19,Riz,9,351,1038
2025-09-19,Sorgho,9,226,984
2025-09-19,Igname,9,283,964
2025-09-19,Manioc,9,124,1313
2025-09-19,Soja,9,298,1343
2025-09-19,Coton,9,435,1120
2025-09-19,Cacao,9,1361,1177
2025-09-19,Café,9,1123,1066
2025-09-20,Maïs,9,190,932
2025-09-20,Riz,9,394,1161
2025-09-20,Sorgho,9,214,1275
2025-09-20,Igname,9,258,1258
2025-09-20,Manioc,9,152,1022
2025-09-20,Soja,9,332,1087
2025-09-20,Coton,9,516,940
2025-09-20,Cacao,9,1517,901
2025-09-20,Café,9,1133,878
2025-09-21,Maïs,9,184,1116
2025-09-21,Riz,9,378,944
2025-09-21,Sorgho,9,226,1136
2025-09-21,Igname,9,296,1040
2025-09-21,Manioc,9,135,958
2025-09-21,Soja,9,323,1163
2025-09-21,Coton,9,395,1267
2025-09-21,Cacao,9,1333,1046
2025-09-21,Café,9,1100,1070
2025-09-22,Maïs,9,173,1099
2025-09-22,Riz,9,349,1227
2025-09-22,Sorgho,9,236,1069
2025-09-22,Igname,9,269,1142
2025-09-22,Manioc,9,147,1240
2025-09-22,Soja,9,316,964
2025-09-22,Coton,9,491,909
2025-09-22,Cacao,9,1395,904
2025-09-22,Café,9,1149,947
2025-09-23,Maïs,9,185,1001
2025-09-23,Riz,9,373,909
2025-09-23,Sorgho,9,233,1008
2025-09-23,Igname,9,278,952
2025-09-23,Manioc,9,139,1129
2025-09-23,Soja,9,330,1101
2025-09-23,Coton,9,439,1099
2025-09-23,Cacao,9,1542,952
2025-09-23,Café,9,1086,943
2025-09-24,Maïs,9,189,1098
2025-09-24,Riz,9,387,1040
2025-09-24,Sorgho,9,233,978
2025-09-24,Igname,9,282,1129
2025-09-24,Manioc,9,140,1152
2025-09-24,Soja,9,321,1170
2025-09-24,Coton,9,493,986
2025-09-24,Cacao,9,1320,1247
2025-09-24,Café,9,1086,980
2025-09-25,Maïs,9,210,958
2025-09-25,Riz,9,389,1053
2025-09-25,Sorgho,9,233,1067
2025-09-25,Igname,9,285,1056
2025-09-25,Manioc,9,140,1087
2025-09-25,Soja,9,326,1104
2025-09-25,Coton,9,433,1261
2025-09-25,Cacao,9,1402,1044
2025-09-25,Café,9,1060,1157
2025-09-26,Maïs,9,193,1040
2025-09-26,Riz,9,399,1011
2025-09-26,Sorgho,9,219,1364
2025-09-26,Igname,9,286,1036
2025-09-26,Manioc,9,132,1245
2025-09-26,Soja,9,298,1131
2025-09-26,Coton,9,464,1047
2025-09-26,Cacao,9,1403,1018
2025-09-26,Café,9,1148,1030
2025-09-27,Maïs,9,209,1049
2025-09-27,Riz,9,351,1103
2025-09-27,Sorgho,9,212,1090
2025-09-27,Igname,9,259,1080
2025-09-27,Manioc,9,143,1154
2025-09-27,Soja,9,327,1127
2025-09-27,Coton,9,463,1236
2025-09-27,Cacao,9,1197,1219
2025-09-27,Café,9,1049,1118
2025-09-28,Maïs,9,182,1287
2025-09-28,Riz,9,376,1144
2025-09-28,Sorgho,9,237,1150
2025-09-28,Igname,9,260,1104
2025-09-28,Manioc,9,126,1258
2025-09-28,Soja,9,334,1146
